Recency,Frequency,Monetary,Cluster,ClusterName
10,4,138.26,2,Diamond Customers
55,7,254.7,2,Diamond Customers
5,9,245.36,2,Diamond Customers
319,3,50.36,1,New Customers
159,6,117.66,5,Regular Customers
2,4,81.15,0,Loyal Customers
543,1,21.96,3,Lost Customers
25,6,92.12,0,Loyal Customers
106,2,11.7,5,Regular Customers
306,3,68.7,4,Potential Customers
389,2,39.8,1,New Customers
16,5,151.06,2,Diamond Customers
155,4,97.42,5,Regular Customers
242,7,76.9,4,Potential Customers
248,2,25.2,4,Potential Customers
353,8,186.46,1,New Customers
643,2,37.1,3,Lost Customers
489,3,39.95,3,Lost Customers
52,6,77.56,0,Loyal Customers
19,5,79.8,0,Loyal Customers
64,6,159.6,2,Diamond Customers
27,5,77.7,0,Loyal Customers
13,5,111.7,0,Loyal Customers
359,4,155.8,1,New Customers
77,4,142.7,2,Diamond Customers
54,5,111.36,0,Loyal Customers
248,2,32.76,4,Potential Customers
123,3,236.0,2,Diamond Customers
433,3,43.75,1,New Customers
191,6,188.9,4,Potential Customers
111,3,50.0,5,Regular Customers
36,2,30.25,0,Loyal Customers
182,1,22.8,5,Regular Customers
50,5,78.05,0,Loyal Customers
25,7,135.32,2,Diamond Customers
81,6,122.5,2,Diamond Customers
65,3,129.34,2,Diamond Customers
80,11,239.75,2,Diamond Customers
405,3,43.76,1,New Customers
5,6,128.5,0,Loyal Customers
430,3,53.23,1,New Customers
287,5,49.3,4,Potential Customers
9,2,55.78,0,Loyal Customers
238,3,87.8,4,Potential Customers
336,3,93.06,1,New Customers
298,2,22.5,4,Potential Customers
263,5,65.0,4,Potential Customers
291,4,48.1,4,Potential Customers
131,4,184.4,2,Diamond Customers
1,4,114.75,0,Loyal Customers
128,6,169.0,2,Diamond Customers
348,2,34.7,1,New Customers
39,4,50.0,0,Loyal Customers
29,3,134.5,2,Diamond Customers
81,3,72.8,0,Loyal Customers
54,3,107.3,0,Loyal Customers
97,3,60.85,5,Regular Customers
310,3,66.25,4,Potential Customers
116,4,46.25,5,Regular Customers
172,6,123.55,5,Regular Customers
182,3,76.9,5,Regular Customers
6,9,157.05,2,Diamond Customers
313,2,6.5,1,New Customers
139,1,5.7,5,Regular Customers
45,5,81.31,0,Loyal Customers
79,4,36.4,0,Loyal Customers
127,4,58.3,5,Regular Customers
572,3,64.35,3,Lost Customers
192,4,75.45,5,Regular Customers
153,4,76.65,5,Regular Customers
140,3,104.6,5,Regular Customers
467,2,47.7,1,New Customers
86,5,82.6,0,Loyal Customers
38,10,160.32,2,Diamond Customers
310,2,58.5,4,Potential Customers
240,2,14.5,4,Potential Customers
90,2,17.6,5,Regular Customers
57,4,175.9,2,Diamond Customers
91,3,64.3,0,Loyal Customers
47,2,85.8,0,Loyal Customers
393,2,23.7,1,New Customers
99,4,99.6,5,Regular Customers
43,2,53.38,0,Loyal Customers
113,1,4.5,5,Regular Customers
105,8,115.2,5,Regular Customers
285,4,146.25,4,Potential Customers
13,7,231.44,2,Diamond Customers
344,2,63.4,1,New Customers
279,6,143.84,4,Potential Customers
32,5,86.42,0,Loyal Customers
36,2,51.4,0,Loyal Customers
412,4,79.9,1,New Customers
188,3,98.5,5,Regular Customers
201,2,82.22,4,Potential Customers
186,4,43.84,5,Regular Customers
51,5,81.9,0,Loyal Customers
19,3,33.02,0,Loyal Customers
447,4,40.2,1,New Customers
447,2,97.9,1,New Customers
101,5,65.45,5,Regular Customers
446,3,63.6,1,New Customers
161,2,72.7,5,Regular Customers
217,8,91.42,4,Potential Customers
314,3,41.85,1,New Customers
254,4,45.92,4,Potential Customers
349,2,27.34,1,New Customers
79,4,61.55,0,Loyal Customers
161,2,76.8,5,Regular Customers
10,6,171.56,2,Diamond Customers
80,3,49.5,0,Loyal Customers
341,3,69.26,1,New Customers
337,4,44.2,1,New Customers
7,7,72.3,0,Loyal Customers
226,4,217.2,4,Potential Customers
87,4,134.6,2,Diamond Customers
7,1,4.6,0,Loyal Customers
308,3,54.2,4,Potential Customers
437,2,53.32,1,New Customers
673,1,11.4,3,Lost Customers
75,3,143.65,2,Diamond Customers
74,1,23.7,0,Loyal Customers
207,7,114.5,4,Potential Customers
333,5,128.7,1,New Customers
129,3,39.7,5,Regular Customers
162,1,23.5,5,Regular Customers
28,5,170.7,2,Diamond Customers
44,5,72.8,0,Loyal Customers
96,5,73.1,5,Regular Customers
219,5,165.2,4,Potential Customers
100,6,235.11,2,Diamond Customers
389,4,15.7,1,New Customers
7,1,24.1,0,Loyal Customers
31,9,285.6,2,Diamond Customers
131,3,54.3,5,Regular Customers
29,6,118.2,0,Loyal Customers
51,6,133.3,2,Diamond Customers
32,5,143.7,2,Diamond Customers
415,3,56.5,1,New Customers
85,5,110.8,0,Loyal Customers
29,6,141.2,2,Diamond Customers
243,1,6.8,4,Potential Customers
358,5,121.7,1,New Customers
275,3,78.0,4,Potential Customers
153,3,60.8,5,Regular Customers
402,1,18.9,1,New Customers
37,2,44.6,0,Loyal Customers
129,8,154.6,2,Diamond Customers
7,1,14.1,0,Loyal Customers
4,8,105.66,0,Loyal Customers
144,5,91.55,5,Regular Customers
118,2,63.8,5,Regular Customers
649,2,38.2,3,Lost Customers
12,5,76.1,0,Loyal Customers
171,3,49.15,5,Regular Customers
320,4,81.0,4,Potential Customers
206,4,43.3,4,Potential Customers
57,4,111.3,0,Loyal Customers
70,8,89.6,0,Loyal Customers
366,2,51.6,1,New Customers
118,3,54.0,5,Regular Customers
38,4,95.4,0,Loyal Customers
198,4,152.8,4,Potential Customers
73,3,111.2,0,Loyal Customers
7,5,117.0,0,Loyal Customers
305,4,81.0,4,Potential Customers
445,1,9.0,1,New Customers
114,4,177.5,2,Diamond Customers
20,4,72.5,0,Loyal Customers
271,2,62.1,4,Potential Customers
318,2,58.95,1,New Customers
26,3,72.05,0,Loyal Customers
323,4,29.1,1,New Customers
566,2,46.06,3,Lost Customers
467,2,28.1,1,New Customers
30,3,98.2,0,Loyal Customers
137,2,21.53,5,Regular Customers
33,3,41.92,0,Loyal Customers
158,4,128.55,5,Regular Customers
28,6,206.66,2,Diamond Customers
163,7,194.7,2,Diamond Customers
379,3,44.0,1,New Customers
41,3,67.94,0,Loyal Customers
708,1,17.6,3,Lost Customers
468,1,17.1,1,New Customers
199,4,85.0,4,Potential Customers
62,4,50.1,0,Loyal Customers
58,9,277.9,2,Diamond Customers
14,7,160.55,2,Diamond Customers
341,1,13.0,1,New Customers
206,2,21.2,4,Potential Customers
255,5,88.2,4,Potential Customers
62,6,203.26,2,Diamond Customers
205,4,75.6,4,Potential Customers
198,5,73.22,4,Potential Customers
38,4,42.04,0,Loyal Customers
11,5,130.3,0,Loyal Customers
117,5,76.3,5,Regular Customers
257,5,118.75,4,Potential Customers
141,1,8.7,5,Regular Customers
137,2,59.7,5,Regular Customers
84,6,61.4,0,Loyal Customers
31,6,290.74,2,Diamond Customers
118,7,189.76,2,Diamond Customers
184,3,70.7,5,Regular Customers
9,6,193.2,2,Diamond Customers
56,2,53.49,0,Loyal Customers
531,1,14.6,3,Lost Customers
198,7,128.5,4,Potential Customers
23,2,45.2,0,Loyal Customers
430,1,26.0,1,New Customers
163,2,32.8,5,Regular Customers
57,2,101.6,0,Loyal Customers
647,3,21.0,3,Lost Customers
106,1,10.0,5,Regular Customers
226,3,21.9,4,Potential Customers
63,6,203.95,2,Diamond Customers
4,8,153.0,2,Diamond Customers
84,6,129.4,2,Diamond Customers
128,9,153.76,2,Diamond Customers
73,5,76.5,0,Loyal Customers
78,2,15.4,0,Loyal Customers
220,4,71.36,4,Potential Customers
109,2,10.6,5,Regular Customers
75,7,109.07,0,Loyal Customers
31,3,65.1,0,Loyal Customers
223,3,32.4,4,Potential Customers
441,2,37.5,1,New Customers
25,3,23.4,0,Loyal Customers
108,4,80.0,5,Regular Customers
10,6,116.5,0,Loyal Customers
32,4,84.8,0,Loyal Customers
296,3,47.3,4,Potential Customers
71,5,179.76,2,Diamond Customers
256,4,140.4,4,Potential Customers
346,3,47.7,1,New Customers
68,3,83.5,0,Loyal Customers
343,5,65.65,1,New Customers
118,4,127.7,5,Regular Customers
346,2,57.3,1,New Customers
153,7,150.7,5,Regular Customers
51,6,118.6,0,Loyal Customers
155,2,38.4,5,Regular Customers
74,3,28.5,0,Loyal Customers
200,2,44.7,4,Potential Customers
125,4,102.6,5,Regular Customers
53,5,77.7,0,Loyal Customers
135,4,118.2,5,Regular Customers
72,4,143.0,2,Diamond Customers
269,3,73.9,4,Potential Customers
232,4,54.2,4,Potential Customers
180,2,23.2,5,Regular Customers
482,4,66.4,3,Lost Customers
419,2,11.4,1,New Customers
186,5,116.8,5,Regular Customers
56,6,142.26,2,Diamond Customers
0,1,1.1,0,Loyal Customers
122,6,153.96,2,Diamond Customers
89,6,134.0,2,Diamond Customers
156,3,125.14,5,Regular Customers
130,2,32.5,5,Regular Customers
269,3,59.5,4,Potential Customers
62,5,134.8,2,Diamond Customers
7,7,112.5,0,Loyal Customers
30,6,135.9,2,Diamond Customers
20,4,29.94,0,Loyal Customers
104,4,159.4,2,Diamond Customers
56,3,86.25,0,Loyal Customers
478,4,62.44,1,New Customers
62,5,111.15,0,Loyal Customers
31,2,124.02,0,Loyal Customers
271,2,34.0,4,Potential Customers
47,4,63.7,0,Loyal Customers
310,2,62.05,4,Potential Customers
28,5,174.3,2,Diamond Customers
93,5,156.55,2,Diamond Customers
460,3,59.1,1,New Customers
586,1,17.6,3,Lost Customers
52,5,176.2,2,Diamond Customers
22,5,179.9,2,Diamond Customers
498,1,9.6,3,Lost Customers
200,3,68.0,4,Potential Customers
22,6,142.9,2,Diamond Customers
134,4,59.0,5,Regular Customers
190,7,160.6,4,Potential Customers
145,2,28.1,5,Regular Customers
208,5,92.0,4,Potential Customers
170,3,61.9,5,Regular Customers
42,5,114.7,0,Loyal Customers
616,2,49.4,3,Lost Customers
169,3,98.65,5,Regular Customers
15,7,166.65,2,Diamond Customers
126,1,63.5,5,Regular Customers
343,4,85.12,1,New Customers
21,2,62.3,0,Loyal Customers
68,3,49.9,0,Loyal Customers
229,5,109.2,4,Potential Customers
15,3,66.6,0,Loyal Customers
35,4,114.0,0,Loyal Customers
53,2,71.0,0,Loyal Customers
164,4,97.05,5,Regular Customers
125,2,28.3,5,Regular Customers
244,2,23.1,4,Potential Customers
227,4,82.82,4,Potential Customers
67,5,36.6,0,Loyal Customers
427,2,53.3,1,New Customers
136,6,72.2,5,Regular Customers
401,3,87.3,1,New Customers
14,5,108.5,0,Loyal Customers
197,2,56.1,5,Regular Customers
294,3,60.36,4,Potential Customers
642,1,23.7,3,Lost Customers
475,4,60.94,1,New Customers
175,7,121.4,5,Regular Customers
33,7,260.94,2,Diamond Customers
267,2,30.5,4,Potential Customers
6,3,44.7,0,Loyal Customers
12,2,108.5,0,Loyal Customers
20,7,260.6,2,Diamond Customers
44,4,61.42,0,Loyal Customers
549,1,15.7,3,Lost Customers
673,1,6.8,3,Lost Customers
87,5,80.0,0,Loyal Customers
135,4,133.8,5,Regular Customers
229,3,92.2,4,Potential Customers
75,4,35.5,0,Loyal Customers
264,4,213.55,4,Potential Customers
230,5,128.9,4,Potential Customers
422,4,81.52,1,New Customers
403,1,28.6,1,New Customers
96,3,37.69,5,Regular Customers
31,5,89.3,0,Loyal Customers
27,2,19.57,0,Loyal Customers
28,6,122.15,0,Loyal Customers
127,2,47.4,5,Regular Customers
1,8,101.9,0,Loyal Customers
152,6,98.14,5,Regular Customers
316,2,42.4,1,New Customers
83,4,73.1,0,Loyal Customers
451,5,53.86,1,New Customers
381,5,71.32,1,New Customers
192,3,47.5,5,Regular Customers
266,4,114.3,4,Potential Customers
416,2,13.4,1,New Customers
472,3,65.06,1,New Customers
150,4,54.5,5,Regular Customers
5,9,200.3,2,Diamond Customers
137,5,166.8,2,Diamond Customers
169,3,21.9,5,Regular Customers
369,4,76.6,1,New Customers
173,3,104.7,5,Regular Customers
234,7,139.1,4,Potential Customers
43,5,82.54,0,Loyal Customers
621,3,36.65,3,Lost Customers
218,3,59.6,4,Potential Customers
307,4,59.42,4,Potential Customers
28,6,210.57,2,Diamond Customers
127,8,159.0,2,Diamond Customers
332,3,43.2,1,New Customers
188,5,116.48,5,Regular Customers
80,3,32.9,0,Loyal Customers
151,8,182.45,2,Diamond Customers
55,3,68.6,0,Loyal Customers
385,3,107.4,1,New Customers
578,3,31.2,3,Lost Customers
60,4,70.6,0,Loyal Customers
349,3,95.5,1,New Customers
76,3,38.2,0,Loyal Customers
13,3,94.2,0,Loyal Customers
50,7,277.18,2,Diamond Customers
125,4,107.39,5,Regular Customers
110,4,143.62,2,Diamond Customers
227,3,34.2,4,Potential Customers
98,9,244.05,2,Diamond Customers
404,4,67.1,1,New Customers
56,6,145.5,2,Diamond Customers
48,6,68.3,0,Loyal Customers
98,4,63.6,5,Regular Customers
89,5,95.6,0,Loyal Customers
114,3,20.9,5,Regular Customers
375,4,81.7,1,New Customers
79,3,97.26,0,Loyal Customers
64,4,129.0,2,Diamond Customers
134,7,105.39,5,Regular Customers
42,8,152.54,2,Diamond Customers
78,9,225.41,2,Diamond Customers
134,3,37.2,5,Regular Customers
110,5,69.32,5,Regular Customers
66,3,99.8,0,Loyal Customers
151,6,162.93,2,Diamond Customers
186,6,98.45,5,Regular Customers
244,1,37.95,4,Potential Customers
52,2,48.39,0,Loyal Customers
436,1,8.2,1,New Customers
131,4,106.6,5,Regular Customers
222,5,55.8,4,Potential Customers
37,3,73.9,0,Loyal Customers
322,2,10.7,1,New Customers
89,5,157.8,2,Diamond Customers
509,3,55.3,3,Lost Customers
235,4,87.9,4,Potential Customers
104,4,53.55,5,Regular Customers
381,5,107.9,1,New Customers
336,2,46.8,1,New Customers
122,2,28.4,5,Regular Customers
385,5,96.3,1,New Customers
304,2,64.6,4,Potential Customers
228,5,97.72,4,Potential Customers
117,3,125.49,5,Regular Customers
2,7,124.1,0,Loyal Customers
311,6,113.4,4,Potential Customers
177,8,156.9,5,Regular Customers
14,5,117.9,0,Loyal Customers
222,3,64.0,4,Potential Customers
118,2,38.9,5,Regular Customers
28,4,72.22,0,Loyal Customers
175,4,62.4,5,Regular Customers
39,4,39.5,0,Loyal Customers
115,4,74.49,5,Regular Customers
266,3,28.74,4,Potential Customers
399,2,15.6,1,New Customers
270,1,44.4,4,Potential Customers
392,1,66.2,1,New Customers
296,4,73.14,4,Potential Customers
38,3,147.1,2,Diamond Customers
273,5,162.1,4,Potential Customers
162,4,122.6,5,Regular Customers
102,1,18.0,5,Regular Customers
137,3,46.5,5,Regular Customers
391,2,13.2,1,New Customers
89,4,78.7,0,Loyal Customers
96,7,109.4,5,Regular Customers
45,4,179.1,2,Diamond Customers
179,5,118.64,5,Regular Customers
63,5,61.4,0,Loyal Customers
6,7,155.98,2,Diamond Customers
21,6,137.8,2,Diamond Customers
128,5,175.42,2,Diamond Customers
15,5,66.2,0,Loyal Customers
318,4,82.75,4,Potential Customers
100,4,94.52,5,Regular Customers
41,3,50.8,0,Loyal Customers
226,3,55.45,4,Potential Customers
52,6,301.1,2,Diamond Customers
3,1,9.9,0,Loyal Customers
103,6,198.5,2,Diamond Customers
197,3,101.4,4,Potential Customers
389,4,39.7,1,New Customers
313,2,148.85,4,Potential Customers
272,4,122.7,4,Potential Customers
113,4,81.55,5,Regular Customers
61,6,73.98,0,Loyal Customers
63,3,36.8,0,Loyal Customers
94,3,53.95,5,Regular Customers
178,3,97.35,5,Regular Customers
92,4,119.26,2,Diamond Customers
292,1,57.0,4,Potential Customers
101,5,107.85,5,Regular Customers
594,3,63.5,3,Lost Customers
369,3,53.2,1,New Customers
376,4,81.85,1,New Customers
51,7,147.1,2,Diamond Customers
167,2,44.5,5,Regular Customers
641,1,17.6,3,Lost Customers
66,4,125.7,2,Diamond Customers
128,5,146.4,2,Diamond Customers
51,7,117.9,0,Loyal Customers
102,7,127.22,2,Diamond Customers
38,3,67.1,0,Loyal Customers
136,5,88.05,5,Regular Customers
69,7,190.16,2,Diamond Customers
110,2,114.0,5,Regular Customers
108,5,109.42,5,Regular Customers
395,3,76.1,1,New Customers
140,6,117.9,5,Regular Customers
246,5,152.02,4,Potential Customers
110,5,207.05,2,Diamond Customers
137,3,53.39,5,Regular Customers
671,2,24.4,3,Lost Customers
163,2,18.7,5,Regular Customers
36,5,107.4,0,Loyal Customers
64,4,68.8,0,Loyal Customers
153,1,13.5,5,Regular Customers
127,5,95.6,5,Regular Customers
179,5,141.6,5,Regular Customers
39,3,45.84,0,Loyal Customers
252,7,171.85,4,Potential Customers
6,5,205.6,2,Diamond Customers
148,2,29.2,5,Regular Customers
507,1,30.0,3,Lost Customers
365,3,19.0,1,New Customers
3,6,167.54,2,Diamond Customers
78,2,12.0,0,Loyal Customers
36,4,87.0,0,Loyal Customers
195,6,144.0,4,Potential Customers
132,3,91.08,5,Regular Customers
93,6,99.26,5,Regular Customers
137,2,37.4,5,Regular Customers
58,3,32.9,0,Loyal Customers
217,4,105.3,4,Potential Customers
148,3,73.9,5,Regular Customers
108,6,110.7,5,Regular Customers
705,1,47.9,3,Lost Customers
152,1,3.2,5,Regular Customers
10,5,102.0,0,Loyal Customers
285,3,43.5,4,Potential Customers
90,5,71.05,0,Loyal Customers
23,7,133.8,0,Loyal Customers
32,4,97.59,0,Loyal Customers
179,6,50.8,5,Regular Customers
470,4,67.46,1,New Customers
559,1,11.6,3,Lost Customers
45,6,160.0,2,Diamond Customers
198,6,180.3,4,Potential Customers
33,4,108.7,0,Loyal Customers
80,7,201.41,2,Diamond Customers
57,1,25.2,0,Loyal Customers
372,4,36.7,1,New Customers
47,7,242.65,2,Diamond Customers
27,5,140.02,2,Diamond Customers
295,3,57.95,4,Potential Customers
247,1,7.8,4,Potential Customers
21,6,77.84,0,Loyal Customers
47,5,242.0,2,Diamond Customers
28,4,86.8,0,Loyal Customers
333,3,75.3,1,New Customers
11,4,45.34,0,Loyal Customers
208,4,79.4,4,Potential Customers
13,4,46.9,0,Loyal Customers
22,5,79.89,0,Loyal Customers
231,3,104.85,4,Potential Customers
310,1,23.4,1,New Customers
79,3,102.2,0,Loyal Customers
391,2,15.0,1,New Customers
330,4,46.42,1,New Customers
77,3,48.5,0,Loyal Customers
227,3,48.64,4,Potential Customers
168,2,41.9,5,Regular Customers
10,5,145.2,2,Diamond Customers
131,8,108.8,5,Regular Customers
87,5,123.6,2,Diamond Customers
372,3,44.35,1,New Customers
243,4,108.8,4,Potential Customers
346,3,51.85,1,New Customers
155,2,35.1,5,Regular Customers
318,3,50.6,1,New Customers
112,4,112.0,5,Regular Customers
411,6,69.76,1,New Customers
108,3,34.4,5,Regular Customers
229,5,95.3,4,Potential Customers
0,2,36.1,0,Loyal Customers
26,10,150.58,2,Diamond Customers
408,2,71.5,1,New Customers
131,3,27.1,5,Regular Customers
62,5,180.0,2,Diamond Customers
242,5,51.7,4,Potential Customers
271,3,82.3,4,Potential Customers
547,3,24.4,3,Lost Customers
45,3,100.12,0,Loyal Customers
432,4,111.62,1,New Customers
118,3,61.7,5,Regular Customers
7,2,43.95,0,Loyal Customers
65,8,221.4,2,Diamond Customers
312,3,61.9,4,Potential Customers
54,6,147.41,2,Diamond Customers
100,3,71.8,5,Regular Customers
79,4,99.15,0,Loyal Customers
475,2,127.1,1,New Customers
155,3,59.94,5,Regular Customers
60,2,36.6,0,Loyal Customers
124,5,99.52,5,Regular Customers
699,1,26.3,3,Lost Customers
75,1,16.4,0,Loyal Customers
338,4,121.31,1,New Customers
413,3,47.9,1,New Customers
320,2,39.55,1,New Customers
330,1,6.4,1,New Customers
107,5,93.6,5,Regular Customers
85,5,111.1,0,Loyal Customers
261,3,96.2,4,Potential Customers
304,4,109.9,4,Potential Customers
7,3,81.0,0,Loyal Customers
114,4,41.35,5,Regular Customers
67,3,71.3,0,Loyal Customers
400,4,79.6,1,New Customers
157,3,57.2,5,Regular Customers
292,4,67.7,4,Potential Customers
455,2,26.1,1,New Customers
319,3,70.0,1,New Customers
258,3,25.0,4,Potential Customers
22,2,48.1,0,Loyal Customers
389,1,14.5,1,New Customers
35,1,33.2,0,Loyal Customers
91,4,107.34,0,Loyal Customers
253,2,29.7,4,Potential Customers
224,3,74.19,4,Potential Customers
65,2,55.7,0,Loyal Customers
35,3,74.9,0,Loyal Customers
357,3,50.75,1,New Customers
151,3,31.4,5,Regular Customers
31,4,95.16,0,Loyal Customers
103,7,88.4,5,Regular Customers
304,5,141.5,4,Potential Customers
393,3,45.4,1,New Customers
337,1,17.7,1,New Customers
275,2,58.9,4,Potential Customers
312,2,19.0,1,New Customers
13,5,106.0,0,Loyal Customers
98,5,93.07,5,Regular Customers
107,6,87.4,5,Regular Customers
377,4,87.89,1,New Customers
405,1,2.9,1,New Customers
72,2,29.2,0,Loyal Customers
134,1,68.4,5,Regular Customers
156,4,86.95,5,Regular Customers
504,1,18.7,3,Lost Customers
240,5,68.1,4,Potential Customers
40,6,95.9,0,Loyal Customers
306,9,113.05,4,Potential Customers
60,4,37.0,0,Loyal Customers
272,3,62.4,4,Potential Customers
290,2,31.1,4,Potential Customers
185,7,172.04,5,Regular Customers
20,6,124.87,0,Loyal Customers
77,5,110.7,0,Loyal Customers
131,3,82.75,5,Regular Customers
319,9,194.04,4,Potential Customers
37,4,98.1,0,Loyal Customers
155,3,34.1,5,Regular Customers
88,4,53.05,0,Loyal Customers
150,1,12.0,5,Regular Customers
56,5,162.5,2,Diamond Customers
42,5,154.25,2,Diamond Customers
586,2,27.6,3,Lost Customers
134,1,15.2,5,Regular Customers
252,3,52.72,4,Potential Customers
36,6,137.6,2,Diamond Customers
69,7,172.5,2,Diamond Customers
81,4,144.9,2,Diamond Customers
97,4,60.0,5,Regular Customers
385,3,39.8,1,New Customers
405,3,45.3,1,New Customers
515,3,63.4,3,Lost Customers
172,5,189.7,2,Diamond Customers
183,5,98.1,5,Regular Customers
133,4,36.0,5,Regular Customers
423,1,16.2,1,New Customers
276,5,118.8,4,Potential Customers
366,4,69.1,1,New Customers
30,2,23.15,0,Loyal Customers
80,2,59.9,0,Loyal Customers
339,2,55.6,1,New Customers
98,5,151.4,2,Diamond Customers
47,3,121.2,0,Loyal Customers
218,5,94.36,4,Potential Customers
144,3,70.5,5,Regular Customers
227,3,41.4,4,Potential Customers
327,6,138.7,4,Potential Customers
581,1,16.4,3,Lost Customers
420,2,34.24,1,New Customers
58,5,110.7,0,Loyal Customers
166,2,88.4,5,Regular Customers
132,2,72.85,5,Regular Customers
711,1,42.6,3,Lost Customers
250,3,28.6,4,Potential Customers
492,1,20.75,3,Lost Customers
354,2,98.1,1,New Customers
151,1,9.6,5,Regular Customers
382,3,29.22,1,New Customers
248,3,22.15,4,Potential Customers
4,4,25.97,0,Loyal Customers
332,4,86.95,1,New Customers
357,3,26.4,1,New Customers
10,5,134.2,0,Loyal Customers
194,3,86.2,5,Regular Customers
16,3,99.4,0,Loyal Customers
373,5,61.34,1,New Customers
193,4,133.9,4,Potential Customers
324,5,96.78,1,New Customers
325,1,13.5,1,New Customers
576,2,29.0,3,Lost Customers
36,3,28.5,0,Loyal Customers
3,2,93.0,0,Loyal Customers
77,1,33.0,0,Loyal Customers
4,6,164.86,2,Diamond Customers
323,3,21.8,1,New Customers
