Recency,Frequency,Monetary,Cluster,ClusterName
33,6,102.2,0,Loyal Customers
252,1,36.9,4,Potential Customers
104,2,67.2,5,Regular Customers
110,2,78.0,5,Regular Customers
468,2,12.9,1,New Customers
446,2,83.4,1,New Customers
48,3,61.1,0,Loyal Customers
252,1,2.4,4,Potential Customers
304,5,96.1,4,Potential Customers
273,3,43.6,4,Potential Customers
29,5,86.55,0,Loyal Customers
588,3,43.9,3,Lost Customers
186,8,135.1,5,Regular Customers
49,3,100.6,0,Loyal Customers
52,5,152.7,2,Diamond Customers
32,4,85.2,0,Loyal Customers
38,4,193.71,2,Diamond Customers
475,2,32.12,1,New Customers
4,3,116.69,0,Loyal Customers
23,5,77.15,0,Loyal Customers
35,6,141.7,2,Diamond Customers
182,2,45.76,5,Regular Customers
14,5,105.1,0,Loyal Customers
223,2,57.2,4,Potential Customers
75,2,26.9,0,Loyal Customers
22,5,172.97,2,Diamond Customers
475,2,86.2,1,New Customers
243,4,71.9,4,Potential Customers
390,3,33.4,1,New Customers
70,9,208.82,2,Diamond Customers
101,3,62.9,5,Regular Customers
261,2,84.66,4,Potential Customers
16,7,110.55,0,Loyal Customers
197,2,38.29,5,Regular Customers
394,1,4.2,1,New Customers
97,4,62.1,5,Regular Customers
245,2,47.1,4,Potential Customers
156,4,56.3,5,Regular Customers
34,5,121.8,0,Loyal Customers
20,4,36.1,0,Loyal Customers
483,3,41.7,3,Lost Customers
106,3,17.0,5,Regular Customers
53,5,129.9,2,Diamond Customers
7,2,33.6,0,Loyal Customers
32,4,99.05,0,Loyal Customers
379,3,57.39,1,New Customers
141,4,70.1,5,Regular Customers
242,3,72.0,4,Potential Customers
29,5,49.2,0,Loyal Customers
141,3,82.7,5,Regular Customers
353,1,7.5,1,New Customers
84,5,60.4,0,Loyal Customers
375,2,27.0,1,New Customers
107,4,140.6,2,Diamond Customers
38,5,100.1,0,Loyal Customers
244,4,85.4,4,Potential Customers
56,7,185.5,2,Diamond Customers
56,5,104.3,0,Loyal Customers
82,3,125.6,2,Diamond Customers
58,4,101.4,0,Loyal Customers
36,6,161.76,2,Diamond Customers
179,3,74.3,5,Regular Customers
119,5,76.0,5,Regular Customers
541,2,78.7,3,Lost Customers
340,3,61.8,1,New Customers
32,5,60.55,0,Loyal Customers
45,4,114.88,0,Loyal Customers
501,5,104.69,3,Lost Customers
217,4,69.3,4,Potential Customers
100,4,73.0,5,Regular Customers
42,2,39.8,0,Loyal Customers
44,3,72.94,0,Loyal Customers
88,8,260.9,2,Diamond Customers
73,7,123.56,2,Diamond Customers
316,2,79.5,4,Potential Customers
132,4,46.45,5,Regular Customers
77,2,19.5,0,Loyal Customers
108,3,107.2,5,Regular Customers
95,5,67.54,5,Regular Customers
134,5,159.3,2,Diamond Customers
290,1,36.7,4,Potential Customers
177,6,117.4,5,Regular Customers
98,7,192.1,2,Diamond Customers
727,1,8.4,3,Lost Customers
201,8,170.72,4,Potential Customers
214,5,98.0,4,Potential Customers
552,1,14.9,3,Lost Customers
142,2,41.3,5,Regular Customers
412,2,22.1,1,New Customers
57,4,157.5,2,Diamond Customers
244,2,81.2,4,Potential Customers
702,2,33.4,3,Lost Customers
395,4,69.92,1,New Customers
15,5,108.4,0,Loyal Customers
32,2,50.4,0,Loyal Customers
97,7,236.3,2,Diamond Customers
50,4,107.11,0,Loyal Customers
263,2,18.0,4,Potential Customers
272,4,68.9,4,Potential Customers
161,3,29.3,5,Regular Customers
275,1,29.14,4,Potential Customers
212,1,7.4,4,Potential Customers
4,7,262.2,2,Diamond Customers
369,2,37.73,1,New Customers
51,7,220.0,2,Diamond Customers
102,2,37.2,5,Regular Customers
181,2,53.8,5,Regular Customers
93,4,61.5,5,Regular Customers
81,3,49.85,0,Loyal Customers
142,7,312.46,2,Diamond Customers
225,3,69.5,4,Potential Customers
245,6,144.6,4,Potential Customers
215,7,167.15,4,Potential Customers
122,6,131.3,5,Regular Customers
637,1,20.4,3,Lost Customers
191,3,65.1,5,Regular Customers
107,3,62.95,5,Regular Customers
330,5,96.37,1,New Customers
81,1,24.7,0,Loyal Customers
113,3,48.2,5,Regular Customers
242,3,82.1,4,Potential Customers
227,6,160.3,4,Potential Customers
37,4,97.9,0,Loyal Customers
14,3,127.8,0,Loyal Customers
41,9,212.9,2,Diamond Customers
156,1,8.0,5,Regular Customers
144,9,135.4,5,Regular Customers
249,6,99.18,4,Potential Customers
12,4,82.35,0,Loyal Customers
320,4,53.54,1,New Customers
2,6,92.75,0,Loyal Customers
30,5,156.25,2,Diamond Customers
133,3,75.2,5,Regular Customers
337,1,23.1,1,New Customers
363,2,52.1,1,New Customers
152,5,132.63,5,Regular Customers
168,2,37.5,5,Regular Customers
126,3,133.7,5,Regular Customers
26,7,237.2,2,Diamond Customers
579,1,14.5,3,Lost Customers
63,3,27.96,0,Loyal Customers
54,4,83.3,0,Loyal Customers
595,2,25.14,3,Lost Customers
212,4,86.2,4,Potential Customers
549,4,37.59,3,Lost Customers
3,6,218.15,2,Diamond Customers
80,2,66.2,0,Loyal Customers
212,6,88.5,4,Potential Customers
204,3,70.7,4,Potential Customers
274,1,7.8,4,Potential Customers
47,5,133.95,2,Diamond Customers
73,5,132.96,2,Diamond Customers
280,3,71.3,4,Potential Customers
189,6,155.6,5,Regular Customers
118,4,36.6,5,Regular Customers
212,8,209.6,4,Potential Customers
0,3,80.5,0,Loyal Customers
404,1,38.1,1,New Customers
67,4,92.9,0,Loyal Customers
92,7,236.4,2,Diamond Customers
238,5,74.0,4,Potential Customers
74,5,69.0,0,Loyal Customers
109,2,50.7,5,Regular Customers
130,4,29.2,5,Regular Customers
111,8,161.7,2,Diamond Customers
89,5,78.15,0,Loyal Customers
446,4,22.35,1,New Customers
380,4,59.2,1,New Customers
430,5,96.62,1,New Customers
346,4,71.6,1,New Customers
122,4,77.85,5,Regular Customers
633,4,98.5,3,Lost Customers
180,4,63.2,5,Regular Customers
239,3,14.8,4,Potential Customers
264,2,69.35,4,Potential Customers
0,6,171.4,2,Diamond Customers
310,6,305.72,4,Potential Customers
387,2,33.8,1,New Customers
44,5,106.6,0,Loyal Customers
70,7,152.42,2,Diamond Customers
111,4,101.8,5,Regular Customers
80,8,116.3,0,Loyal Customers
8,3,98.8,0,Loyal Customers
38,3,42.2,0,Loyal Customers
401,1,24.2,1,New Customers
12,2,23.48,0,Loyal Customers
439,2,63.3,1,New Customers
23,3,64.2,0,Loyal Customers
1,5,129.9,0,Loyal Customers
482,1,13.4,3,Lost Customers
60,2,49.22,0,Loyal Customers
697,1,26.8,3,Lost Customers
11,3,71.9,0,Loyal Customers
191,4,71.2,5,Regular Customers
358,4,52.2,1,New Customers
58,5,86.65,0,Loyal Customers
138,1,52.3,5,Regular Customers
4,4,177.32,2,Diamond Customers
82,7,148.52,2,Diamond Customers
1,5,143.12,2,Diamond Customers
102,5,56.45,5,Regular Customers
50,3,49.8,0,Loyal Customers
60,3,180.3,2,Diamond Customers
145,6,117.9,5,Regular Customers
10,1,9.0,0,Loyal Customers
154,2,67.8,5,Regular Customers
16,4,55.3,0,Loyal Customers
223,1,18.8,4,Potential Customers
90,2,31.9,0,Loyal Customers
98,3,58.36,5,Regular Customers
37,6,167.0,2,Diamond Customers
45,2,21.4,0,Loyal Customers
36,5,133.35,2,Diamond Customers
278,4,121.6,4,Potential Customers
105,9,277.4,2,Diamond Customers
205,1,19.5,4,Potential Customers
408,2,26.9,1,New Customers
325,4,144.02,4,Potential Customers
52,8,215.0,2,Diamond Customers
131,2,32.4,5,Regular Customers
256,6,177.8,4,Potential Customers
493,1,36.8,3,Lost Customers
322,2,46.9,1,New Customers
10,6,127.48,0,Loyal Customers
28,5,70.55,0,Loyal Customers
144,3,28.98,5,Regular Customers
541,3,113.0,3,Lost Customers
149,4,76.04,5,Regular Customers
56,3,86.8,0,Loyal Customers
623,1,25.0,3,Lost Customers
7,5,98.22,0,Loyal Customers
26,8,163.9,2,Diamond Customers
20,4,117.1,0,Loyal Customers
66,5,228.6,2,Diamond Customers
10,4,77.25,0,Loyal Customers
102,3,82.69,5,Regular Customers
118,6,105.0,5,Regular Customers
112,4,88.1,5,Regular Customers
59,3,57.4,0,Loyal Customers
61,5,77.32,0,Loyal Customers
264,2,75.5,4,Potential Customers
421,2,11.5,1,New Customers
2,5,100.7,0,Loyal Customers
57,3,66.5,0,Loyal Customers
577,2,28.65,3,Lost Customers
188,4,69.75,5,Regular Customers
79,4,85.7,0,Loyal Customers
2,4,84.45,0,Loyal Customers
41,5,116.0,0,Loyal Customers
383,2,41.4,1,New Customers
347,2,31.1,1,New Customers
10,4,35.9,0,Loyal Customers
344,1,11.1,1,New Customers
248,2,51.86,4,Potential Customers
181,1,54.15,5,Regular Customers
405,2,38.0,1,New Customers
18,5,101.1,0,Loyal Customers
291,1,16.0,4,Potential Customers
138,1,36.3,5,Regular Customers
337,3,96.6,1,New Customers
525,3,19.7,3,Lost Customers
36,4,59.6,0,Loyal Customers
263,4,72.72,4,Potential Customers
508,4,96.15,3,Lost Customers
136,3,76.7,5,Regular Customers
144,3,54.4,5,Regular Customers
104,4,60.3,5,Regular Customers
69,2,85.8,0,Loyal Customers
175,5,94.35,5,Regular Customers
376,7,124.05,1,New Customers
290,3,53.2,4,Potential Customers
236,5,105.7,4,Potential Customers
26,5,95.8,0,Loyal Customers
169,2,10.85,5,Regular Customers
336,5,61.79,1,New Customers
179,2,40.03,5,Regular Customers
30,4,67.1,0,Loyal Customers
421,2,85.8,1,New Customers
200,4,90.39,4,Potential Customers
582,2,65.7,3,Lost Customers
19,8,252.6,2,Diamond Customers
183,2,32.5,5,Regular Customers
80,5,60.3,0,Loyal Customers
398,3,70.4,1,New Customers
4,3,46.7,0,Loyal Customers
423,2,67.6,1,New Customers
41,4,63.16,0,Loyal Customers
19,7,111.8,0,Loyal Customers
52,3,34.15,0,Loyal Customers
330,5,60.36,1,New Customers
99,4,164.0,2,Diamond Customers
434,2,68.7,1,New Customers
282,4,82.5,4,Potential Customers
543,1,27.7,3,Lost Customers
285,4,88.5,4,Potential Customers
268,2,56.8,4,Potential Customers
108,4,58.5,5,Regular Customers
355,4,62.7,1,New Customers
205,2,55.2,4,Potential Customers
152,7,102.16,5,Regular Customers
188,3,88.8,5,Regular Customers
149,3,55.8,5,Regular Customers
53,4,74.2,0,Loyal Customers
88,6,45.3,0,Loyal Customers
332,3,79.35,1,New Customers
193,4,54.23,5,Regular Customers
332,4,130.9,1,New Customers
164,2,60.8,5,Regular Customers
56,8,162.74,2,Diamond Customers
167,3,93.1,5,Regular Customers
194,4,80.24,5,Regular Customers
577,2,40.26,3,Lost Customers
81,6,125.34,2,Diamond Customers
8,3,37.65,0,Loyal Customers
35,5,149.36,2,Diamond Customers
360,1,14.6,1,New Customers
208,3,29.5,4,Potential Customers
207,6,69.4,4,Potential Customers
28,5,60.8,0,Loyal Customers
33,7,153.56,2,Diamond Customers
199,5,76.4,4,Potential Customers
11,9,239.24,2,Diamond Customers
44,6,153.36,2,Diamond Customers
248,4,43.45,4,Potential Customers
582,2,13.2,3,Lost Customers
141,5,140.2,5,Regular Customers
571,2,59.45,3,Lost Customers
399,2,31.7,1,New Customers
327,3,38.65,1,New Customers
74,1,12.64,0,Loyal Customers
22,4,73.7,0,Loyal Customers
0,2,33.6,0,Loyal Customers
337,3,91.62,1,New Customers
223,2,87.9,4,Potential Customers
382,5,81.6,1,New Customers
4,4,77.7,0,Loyal Customers
67,5,89.4,0,Loyal Customers
211,2,28.21,4,Potential Customers
44,4,71.5,0,Loyal Customers
35,5,133.3,2,Diamond Customers
143,4,76.85,5,Regular Customers
247,3,70.96,4,Potential Customers
27,4,43.8,0,Loyal Customers
188,5,95.9,5,Regular Customers
110,2,66.0,5,Regular Customers
309,4,49.4,4,Potential Customers
215,2,21.5,4,Potential Customers
225,5,95.1,4,Potential Customers
623,1,20.6,3,Lost Customers
77,1,10.2,0,Loyal Customers
334,4,81.1,1,New Customers
140,9,303.61,2,Diamond Customers
317,5,111.78,4,Potential Customers
51,1,15.6,0,Loyal Customers
239,6,296.96,2,Diamond Customers
536,2,58.7,3,Lost Customers
315,2,35.59,1,New Customers
95,6,187.8,2,Diamond Customers
0,5,144.87,2,Diamond Customers
169,2,18.6,5,Regular Customers
149,3,76.3,5,Regular Customers
495,1,15.4,3,Lost Customers
6,2,25.2,0,Loyal Customers
139,5,141.6,5,Regular Customers
601,3,46.04,3,Lost Customers
323,2,30.35,1,New Customers
171,5,99.1,5,Regular Customers
3,3,59.3,0,Loyal Customers
393,2,10.7,1,New Customers
539,2,27.3,3,Lost Customers
138,6,78.1,5,Regular Customers
138,5,65.44,5,Regular Customers
191,5,45.7,5,Regular Customers
101,3,27.9,5,Regular Customers
131,5,82.3,5,Regular Customers
49,5,256.0,2,Diamond Customers
81,4,79.3,0,Loyal Customers
29,3,40.0,0,Loyal Customers
93,3,70.8,5,Regular Customers
186,3,28.8,5,Regular Customers
11,2,31.4,0,Loyal Customers
125,3,61.3,5,Regular Customers
334,4,58.3,1,New Customers
45,4,96.4,0,Loyal Customers
155,3,68.8,5,Regular Customers
372,2,54.2,1,New Customers
72,4,131.0,2,Diamond Customers
340,5,51.25,1,New Customers
106,4,74.9,5,Regular Customers
204,6,178.2,4,Potential Customers
213,3,89.36,4,Potential Customers
381,4,101.4,1,New Customers
12,5,187.8,2,Diamond Customers
208,2,24.55,4,Potential Customers
461,3,75.0,1,New Customers
222,5,73.5,4,Potential Customers
31,6,74.9,0,Loyal Customers
103,3,80.44,5,Regular Customers
310,2,21.1,1,New Customers
353,5,76.3,1,New Customers
32,4,40.95,0,Loyal Customers
445,1,54.4,1,New Customers
106,5,123.49,5,Regular Customers
3,7,123.1,0,Loyal Customers
359,1,41.4,1,New Customers
92,7,120.62,2,Diamond Customers
279,4,143.15,4,Potential Customers
42,6,163.8,2,Diamond Customers
114,2,28.3,5,Regular Customers
20,6,234.0,2,Diamond Customers
328,2,82.9,1,New Customers
15,9,221.55,2,Diamond Customers
31,4,100.2,0,Loyal Customers
179,2,22.05,5,Regular Customers
5,3,82.2,0,Loyal Customers
185,7,123.6,5,Regular Customers
134,1,56.2,5,Regular Customers
137,2,33.4,5,Regular Customers
532,2,35.1,3,Lost Customers
156,3,72.4,5,Regular Customers
382,4,86.54,1,New Customers
178,3,45.4,5,Regular Customers
25,4,42.35,0,Loyal Customers
151,4,98.82,5,Regular Customers
2,5,78.2,0,Loyal Customers
362,2,16.4,1,New Customers
367,3,46.95,1,New Customers
24,6,72.0,0,Loyal Customers
33,5,118.08,0,Loyal Customers
194,3,54.1,5,Regular Customers
265,2,29.0,4,Potential Customers
200,4,143.85,4,Potential Customers
205,5,140.15,4,Potential Customers
347,2,30.0,1,New Customers
261,2,40.14,4,Potential Customers
76,3,40.2,0,Loyal Customers
22,2,45.7,0,Loyal Customers
121,6,148.01,2,Diamond Customers
120,2,27.3,5,Regular Customers
295,4,84.3,4,Potential Customers
683,1,7.85,3,Lost Customers
463,5,128.03,1,New Customers
96,10,156.15,2,Diamond Customers
467,4,92.95,1,New Customers
65,7,84.5,0,Loyal Customers
172,2,36.2,5,Regular Customers
270,4,61.74,4,Potential Customers
368,3,18.4,1,New Customers
27,3,62.8,0,Loyal Customers
74,5,94.5,0,Loyal Customers
56,9,145.22,2,Diamond Customers
6,3,39.0,0,Loyal Customers
292,1,7.32,4,Potential Customers
85,8,105.45,0,Loyal Customers
78,6,114.0,0,Loyal Customers
130,3,48.3,5,Regular Customers
142,1,12.4,5,Regular Customers
117,2,11.4,5,Regular Customers
165,5,97.6,5,Regular Customers
221,5,95.1,4,Potential Customers
13,6,144.1,2,Diamond Customers
26,4,123.86,0,Loyal Customers
385,2,13.8,1,New Customers
209,6,92.15,4,Potential Customers
627,1,14.2,3,Lost Customers
598,3,75.54,3,Lost Customers
44,7,101.7,0,Loyal Customers
645,1,13.85,3,Lost Customers
184,4,92.4,5,Regular Customers
525,2,58.4,3,Lost Customers
7,6,113.7,0,Loyal Customers
225,4,48.2,4,Potential Customers
195,5,114.1,4,Potential Customers
427,7,185.54,1,New Customers
385,5,141.4,1,New Customers
91,4,95.5,0,Loyal Customers
1,3,41.0,0,Loyal Customers
185,6,196.8,2,Diamond Customers
7,10,243.5,2,Diamond Customers
60,9,117.42,0,Loyal Customers
380,4,65.1,1,New Customers
265,1,5.7,4,Potential Customers
451,2,45.8,1,New Customers
393,1,8.5,1,New Customers
392,4,74.8,1,New Customers
122,4,129.8,5,Regular Customers
522,3,69.65,3,Lost Customers
242,3,17.5,4,Potential Customers
392,2,33.2,1,New Customers
123,4,75.4,5,Regular Customers
5,4,107.8,0,Loyal Customers
206,1,9.4,4,Potential Customers
157,3,34.22,5,Regular Customers
611,1,7.9,3,Lost Customers
128,8,103.7,5,Regular Customers
255,4,89.9,4,Potential Customers
253,7,113.66,4,Potential Customers
125,6,100.13,5,Regular Customers
44,7,117.4,0,Loyal Customers
485,5,42.8,3,Lost Customers
220,2,37.9,4,Potential Customers
136,4,132.52,5,Regular Customers
44,4,61.4,0,Loyal Customers
551,2,21.8,3,Lost Customers
6,2,30.75,0,Loyal Customers
277,4,153.16,4,Potential Customers
704,1,79.5,3,Lost Customers
506,3,38.59,3,Lost Customers
96,3,45.45,5,Regular Customers
36,1,31.5,0,Loyal Customers
83,6,96.2,0,Loyal Customers
191,5,84.12,5,Regular Customers
464,1,20.0,1,New Customers
150,3,51.0,5,Regular Customers
448,3,59.52,1,New Customers
452,4,80.4,1,New Customers
333,3,45.44,1,New Customers
238,5,118.26,4,Potential Customers
52,4,83.7,0,Loyal Customers
207,1,2.6,4,Potential Customers
366,2,12.1,1,New Customers
91,6,203.76,2,Diamond Customers
33,5,177.1,2,Diamond Customers
246,6,131.8,4,Potential Customers
56,3,85.7,0,Loyal Customers
14,5,67.0,0,Loyal Customers
181,2,43.2,5,Regular Customers
27,3,137.4,2,Diamond Customers
439,1,81.8,1,New Customers
304,3,31.0,4,Potential Customers
158,1,14.6,5,Regular Customers
324,2,11.8,1,New Customers
37,6,146.2,2,Diamond Customers
151,6,100.1,5,Regular Customers
438,2,28.6,1,New Customers
22,5,47.1,0,Loyal Customers
284,1,10.5,4,Potential Customers
72,10,251.45,2,Diamond Customers
17,6,131.7,0,Loyal Customers
76,5,162.9,2,Diamond Customers
145,3,66.1,5,Regular Customers
40,7,85.2,0,Loyal Customers
303,4,89.9,4,Potential Customers
35,5,132.8,2,Diamond Customers
24,3,30.59,0,Loyal Customers
37,7,117.04,0,Loyal Customers
39,4,107.46,0,Loyal Customers
0,2,44.09,0,Loyal Customers
333,4,90.6,1,New Customers
241,6,145.8,4,Potential Customers
175,3,46.7,5,Regular Customers
56,2,30.44,0,Loyal Customers
669,1,19.8,3,Lost Customers
190,2,51.0,5,Regular Customers
6,1,33.9,0,Loyal Customers
273,4,116.9,4,Potential Customers
33,6,212.4,2,Diamond Customers
46,3,56.4,0,Loyal Customers
145,5,111.2,5,Regular Customers
236,5,113.62,4,Potential Customers
19,5,92.6,0,Loyal Customers
78,6,115.91,0,Loyal Customers
34,4,147.2,2,Diamond Customers
40,5,69.4,0,Loyal Customers
2,5,49.4,0,Loyal Customers
7,3,75.9,0,Loyal Customers
91,2,33.0,5,Regular Customers
256,2,45.9,4,Potential Customers
376,3,70.79,1,New Customers
8,4,104.8,0,Loyal Customers
162,4,96.64,5,Regular Customers
321,2,12.0,1,New Customers
285,3,43.6,4,Potential Customers
567,2,36.1,3,Lost Customers
148,3,60.54,5,Regular Customers
53,5,60.7,0,Loyal Customers
184,9,220.9,2,Diamond Customers
147,4,68.22,5,Regular Customers
511,1,75.6,3,Lost Customers
291,4,112.76,4,Potential Customers
18,7,211.7,2,Diamond Customers
431,4,104.2,1,New Customers
30,5,78.66,0,Loyal Customers
338,1,97.8,1,New Customers
145,3,100.8,5,Regular Customers
350,1,19.6,1,New Customers
274,2,26.0,4,Potential Customers
12,7,128.45,0,Loyal Customers
430,1,39.5,1,New Customers
136,1,17.1,5,Regular Customers
2,3,50.6,0,Loyal Customers
179,4,79.2,5,Regular Customers
185,4,76.5,5,Regular Customers
545,2,24.0,3,Lost Customers
33,1,5.9,0,Loyal Customers
363,2,11.4,1,New Customers
101,3,77.6,5,Regular Customers
221,3,33.1,4,Potential Customers
727,1,8.9,3,Lost Customers
40,3,27.9,0,Loyal Customers
22,5,271.8,2,Diamond Customers
125,8,221.4,2,Diamond Customers
59,7,165.9,2,Diamond Customers
194,10,205.44,2,Diamond Customers
373,2,52.35,1,New Customers
262,2,42.1,4,Potential Customers
4,7,248.12,2,Diamond Customers
130,5,60.0,5,Regular Customers
193,2,51.9,5,Regular Customers
72,4,73.92,0,Loyal Customers
55,6,71.1,0,Loyal Customers
153,4,65.3,5,Regular Customers
320,2,57.25,1,New Customers
224,6,130.34,4,Potential Customers
119,4,49.92,5,Regular Customers
28,3,80.2,0,Loyal Customers
22,4,96.4,0,Loyal Customers
531,3,47.3,3,Lost Customers
269,5,49.35,4,Potential Customers
21,2,55.5,0,Loyal Customers
66,7,143.55,2,Diamond Customers
346,4,50.2,1,New Customers
54,7,132.27,2,Diamond Customers
84,2,26.1,0,Loyal Customers
229,1,6.9,4,Potential Customers
3,3,71.4,0,Loyal Customers
192,2,16.65,5,Regular Customers
95,3,81.4,5,Regular Customers
65,3,109.0,0,Loyal Customers
183,4,151.8,5,Regular Customers
425,3,68.6,1,New Customers
396,2,38.2,1,New Customers
399,3,55.69,1,New Customers
170,3,77.8,5,Regular Customers
66,3,103.7,0,Loyal Customers
191,5,86.83,5,Regular Customers
181,4,46.4,5,Regular Customers
41,7,130.2,0,Loyal Customers
171,2,69.3,5,Regular Customers
7,2,21.6,0,Loyal Customers
331,4,150.45,4,Potential Customers
248,3,25.4,4,Potential Customers
4,10,334.15,2,Diamond Customers
215,1,10.9,4,Potential Customers
150,2,39.9,5,Regular Customers
108,3,136.2,2,Diamond Customers
235,3,25.3,4,Potential Customers
180,6,127.05,5,Regular Customers
155,3,85.63,5,Regular Customers
135,5,119.5,5,Regular Customers
223,5,124.7,4,Potential Customers
218,4,122.7,4,Potential Customers
305,4,166.1,4,Potential Customers
85,4,117.95,0,Loyal Customers
249,1,7.1,4,Potential Customers
222,3,47.7,4,Potential Customers
339,3,44.4,1,New Customers
30,3,80.3,0,Loyal Customers
189,3,37.34,5,Regular Customers
1,7,90.8,0,Loyal Customers
85,4,48.5,0,Loyal Customers
68,9,163.94,2,Diamond Customers
63,7,71.67,0,Loyal Customers
230,4,56.55,4,Potential Customers
182,3,84.66,5,Regular Customers
6,4,95.05,0,Loyal Customers
266,3,29.4,4,Potential Customers
504,1,21.6,3,Lost Customers
41,5,90.5,0,Loyal Customers
357,3,62.16,1,New Customers
184,3,32.11,5,Regular Customers
162,2,43.8,5,Regular Customers
43,2,34.0,0,Loyal Customers
627,3,73.4,3,Lost Customers
5,5,91.8,0,Loyal Customers
80,6,149.8,2,Diamond Customers
21,4,96.36,0,Loyal Customers
128,5,64.5,5,Regular Customers
31,5,132.62,0,Loyal Customers
244,2,31.5,4,Potential Customers
240,6,78.53,4,Potential Customers
76,4,120.12,0,Loyal Customers
312,5,112.6,4,Potential Customers
157,2,54.0,5,Regular Customers
158,2,38.12,5,Regular Customers
333,2,33.55,1,New Customers
311,2,11.6,1,New Customers
241,4,91.0,4,Potential Customers
481,1,37.5,3,Lost Customers
279,1,22.2,4,Potential Customers
203,5,141.86,4,Potential Customers
135,4,69.1,5,Regular Customers
22,3,74.0,0,Loyal Customers
15,2,43.52,0,Loyal Customers
191,4,104.5,5,Regular Customers
234,5,94.44,4,Potential Customers
273,5,45.2,4,Potential Customers
91,1,5.2,5,Regular Customers
233,3,169.7,4,Potential Customers
208,5,135.8,4,Potential Customers
25,6,108.65,0,Loyal Customers
536,3,97.8,3,Lost Customers
586,2,11.9,3,Lost Customers
77,2,45.2,0,Loyal Customers
52,3,38.2,0,Loyal Customers
138,6,113.35,5,Regular Customers
31,6,127.6,0,Loyal Customers
28,2,103.8,0,Loyal Customers
221,6,117.3,4,Potential Customers
205,3,81.7,4,Potential Customers
276,5,165.9,4,Potential Customers
523,2,41.82,3,Lost Customers
46,3,121.6,0,Loyal Customers
161,9,240.5,2,Diamond Customers
578,1,4.6,3,Lost Customers
1,6,84.5,0,Loyal Customers
107,5,110.4,5,Regular Customers
66,6,86.75,0,Loyal Customers
376,2,28.1,1,New Customers
671,1,32.8,3,Lost Customers
296,3,76.65,4,Potential Customers
1,5,161.84,2,Diamond Customers
48,4,112.1,0,Loyal Customers
673,1,23.8,3,Lost Customers
6,2,8.8,0,Loyal Customers
125,2,64.2,5,Regular Customers
248,3,81.5,4,Potential Customers
722,1,10.3,3,Lost Customers
488,1,14.4,3,Lost Customers
351,4,52.2,1,New Customers
343,2,61.3,1,New Customers
49,6,171.9,2,Diamond Customers
390,2,45.5,1,New Customers
412,3,59.75,1,New Customers
412,3,23.1,1,New Customers
31,5,71.35,0,Loyal Customers
185,4,78.33,5,Regular Customers
330,4,27.4,1,New Customers
234,3,52.12,4,Potential Customers
135,5,148.4,2,Diamond Customers
29,5,108.04,0,Loyal Customers
9,1,28.0,0,Loyal Customers
53,6,150.14,2,Diamond Customers
17,3,64.66,0,Loyal Customers
133,2,17.9,5,Regular Customers
230,5,116.8,4,Potential Customers
313,3,48.9,4,Potential Customers
294,4,154.3,4,Potential Customers
164,4,69.26,5,Regular Customers
301,3,72.2,4,Potential Customers
93,3,53.4,5,Regular Customers
136,9,181.52,2,Diamond Customers
623,3,35.92,3,Lost Customers
23,2,27.94,0,Loyal Customers
261,4,188.1,4,Potential Customers
68,3,51.2,0,Loyal Customers
280,4,75.5,4,Potential Customers
55,2,16.7,0,Loyal Customers
19,4,102.2,0,Loyal Customers
62,7,142.24,2,Diamond Customers
194,4,52.3,5,Regular Customers
338,1,7.8,1,New Customers
98,5,50.1,5,Regular Customers
68,4,135.0,2,Diamond Customers
217,2,59.0,4,Potential Customers
45,5,203.8,2,Diamond Customers
15,2,34.3,0,Loyal Customers
292,2,12.4,4,Potential Customers
25,3,81.55,0,Loyal Customers
306,3,60.7,4,Potential Customers
232,4,102.75,4,Potential Customers
521,1,9.8,3,Lost Customers
211,4,44.2,4,Potential Customers
136,3,61.54,5,Regular Customers
380,3,32.3,1,New Customers
66,4,50.8,0,Loyal Customers
246,4,136.7,4,Potential Customers
289,3,71.0,4,Potential Customers
184,6,171.52,5,Regular Customers
258,4,86.8,4,Potential Customers
517,1,6.6,3,Lost Customers
270,2,24.5,4,Potential Customers
90,3,94.9,0,Loyal Customers
203,1,23.52,4,Potential Customers
417,5,114.6,1,New Customers
278,1,11.4,4,Potential Customers
331,6,167.22,4,Potential Customers
3,6,147.35,2,Diamond Customers
127,5,74.9,5,Regular Customers
9,1,63.9,0,Loyal Customers
262,2,38.3,4,Potential Customers
46,5,176.3,2,Diamond Customers
68,4,86.9,0,Loyal Customers
631,2,117.06,3,Lost Customers
90,3,46.7,0,Loyal Customers
33,4,78.0,0,Loyal Customers
460,1,28.2,1,New Customers
31,3,32.0,0,Loyal Customers
6,7,131.56,0,Loyal Customers
121,4,26.2,5,Regular Customers
59,4,60.0,0,Loyal Customers
14,2,12.1,0,Loyal Customers
13,1,11.8,0,Loyal Customers
42,3,45.7,0,Loyal Customers
111,5,81.5,5,Regular Customers
416,2,64.43,1,New Customers
139,5,43.9,5,Regular Customers
147,4,68.4,5,Regular Customers
36,4,123.5,0,Loyal Customers
187,2,34.3,5,Regular Customers
45,9,191.48,2,Diamond Customers
97,4,61.74,5,Regular Customers
548,2,40.2,3,Lost Customers
59,9,223.34,2,Diamond Customers
386,2,17.1,1,New Customers
6,6,177.76,2,Diamond Customers
46,4,82.2,0,Loyal Customers
